Guesses,Accounts Cracked,Passwords Cracked,% Accounts,% Passwords
2140000,18857,4057,0.289476322181605%,0.136732099452802%
2150000,18895,4076,0.290059665250115%,0.13737245190279%
2160000,18933,4089,0.290643008318626%,0.137810587789625%
2170000,18977,4103,0.291318458187427%,0.138282426436985%
2180000,19064,4117,0.292654006791648%,0.138754265084345%
2190000,19107,4139,0.293314105527068%,0.13949572581591%
2200000,19137,4159,0.293774639528524%,0.140169781026424%
2210000,19344,4183,0.296952324138567%,0.140978647279041%
2220000,19388,4198,0.297627774007369%,0.141484188686927%
2230000,19456,4224,0.298671651077335%,0.142360460460595%
2240000,19526,4248,0.299746230414065%,0.143169326713212%
2250000,19568,4266,0.300390978016102%,0.143775976402675%
2260000,19780,4288,0.303645418293055%,0.144517437134241%
2270000,19804,4308,0.30401384549422%,0.145191492344755%
2280000,19902,4332,0.305518256565641%,0.146000358597372%
2290000,19996,4364,0.306961263103536%,0.147078846934195%
2300000,20023,4381,0.307375743704846%,0.147651793863132%
2310000,20058,4398,0.30791303337321%,0.148224740792069%
2320000,20116,4416,0.308803399109358%,0.148831390481532%
2330000,20146,4433,0.309263933110814%,0.149404337410469%
2340000,20175,4450,0.309709115978887%,0.149977284339406%
2350000,20226,4473,0.310492023781362%,0.150752447831497%
2360000,20458,4487,0.314053486725952%,0.151224286478857%
2370000,20492,4506,0.314575425260935%,0.151864638928845%
2380000,20534,4521,0.315220172862973%,0.152370180336731%
2390000,20615,4538,0.316463614666903%,0.152943127265668%
2400000,20645,4554,0.316924148668358%,0.153482371434079%
2410000,20761,4579,0.318704880140653%,0.154324940447222%
2420000,20847,4595,0.320025077611493%,0.154864184615634%
2430000,20858,4605,0.320193940078693%,0.155201212220891%
2440000,20921,4628,0.32116106148175%,0.155976375712982%
2450000,20986,4651,0.32215888515157%,0.156751539205073%
2460000,21017,4669,0.322634770286408%,0.157358188894536%
2470000,21109,4691,0.324047074557538%,0.158099649626102%
2480000,21129,4700,0.324354097225175%,0.158402974470833%
2490000,21164,4713,0.32489138689354%,0.158841110357667%
2500000,21230,4735,0.325904561696742%,0.159582571089233%
2510000,21273,4750,0.326564660432162%,0.160088112497118%
2520000,21316,4767,0.327224759167582%,0.160661059426055%
2530000,21355,4781,0.327823453369474%,0.161132898073415%
2540000,21382,4803,0.328237933970784%,0.161874358804981%
2550000,21613,4825,0.331784045781992%,0.162615819536547%
2560000,21652,4847,0.332382739983884%,0.163357280268112%
2570000,21708,4866,0.333242403453268%,0.163997632718101%
2580000,21772,4888,0.334224875989707%,0.164739093449666%
2590000,21994,4908,0.337632827600478%,0.16541314866018%
2600000,22282,4933,0.342053954014452%,0.166255717673323%
2610000,22343,4950,0.342990373150745%,0.16682866460226%
2620000,22444,4973,0.344540837622312%,0.167603828094352%
2630000,22499,4990,0.345385149958314%,0.168176775023289%
2640000,22572,5012,0.346505782695189%,0.168918235754854%
2650000,22597,5030,0.346889561029736%,0.169524885444317%
2660000,22664,5047,0.34791808696632%,0.170097832373254%
2670000,22680,5060,0.348163705100429%,0.170535968260088%
2680000,22706,5072,0.348562834568358%,0.170940401386397%
2690000,22731,5087,0.348946612902904%,0.171445942794282%
2700000,22837,5110,0.35057383304138%,0.172221106286374%
2710000,22854,5124,0.350834802308872%,0.172692944933734%
2720000,22882,5141,0.351264634043564%,0.173265891862671%
2730000,23008,5168,0.353198876849677%,0.174175866396865%
2740000,23083,5187,0.354350211853316%,0.174816218846853%
2750000,23167,5207,0.355639707057392%,0.175490274057368%
2760000,23197,5224,0.356100241058847%,0.176063220986305%
2770000,23249,5244,0.356898499994704%,0.176737276196819%
2780000,23494,5268,0.360659527673258%,0.177546142449436%
2790000,23526,5286,0.361150763941477%,0.178152792138899%
2800000,23561,5299,0.361688053609842%,0.178590928025733%
2810000,23586,5316,0.362071831944388%,0.17916387495467%
2820000,24069,5343,0.369486429367823%,0.180073849488864%
2830000,24137,5370,0.370530306437789%,0.180983824023058%
2840000,24213,5381,0.37169699257481%,0.181354554388841%
2850000,24246,5408,0.372203579976411%,0.182264528923035%
2860000,24283,5426,0.37277157191154%,0.182871178612498%
2870000,24340,5442,0.373646586514306%,0.183410422780909%
2880000,24386,5458,0.374352738649871%,0.18394966694932%
2890000,24494,5481,0.376010661055111%,0.184724830441412%
2900000,24520,5500,0.376409790523039%,0.1853651828914%
2910000,24950,5521,0.383010777877236%,0.18607294086244%
2920000,24979,5542,0.38345596074531%,0.18678069883348%
2930000,25062,5561,0.384730104816004%,0.187421051283469%
2940000,25134,5574,0.385835386419497%,0.187859187170303%
2950000,25188,5592,0.386664347622117%,0.188465836859766%
2960000,25222,5606,0.3871862861571%,0.188937675507125%
2970000,25312,5630,0.388567888161467%,0.189746541759742%
2980000,25489,5645,0.391285038770055%,0.190252083167628%
2990000,25588,5679,0.392804800974858%,0.191397977025502%
3000000,25619,5689,0.393280686109696%,0.191735004630759%
3010000,25752,5710,0.395322386849482%,0.192442762601799%
3020000,25768,5723,0.395568004983592%,0.192880898488633%
3030000,25792,5737,0.395936432184756%,0.193352737135993%
3040000,25979,5759,0.398807094127163%,0.194094197867559%
3050000,26028,5772,0.399559299662874%,0.194532333754393%
3060000,26076,5798,0.400296154065203%,0.195408605528062%
3070000,26106,5819,0.400756688066658%,0.196116363499101%
3080000,26159,5835,0.401570298135897%,0.196655607667513%
3090000,26190,5851,0.402046183270734%,0.197194851835924%
3100000,26238,5867,0.402783037673063%,0.197734096004336%
3110000,26311,5888,0.403903670409938%,0.198441853975375%
3120000,26365,5908,0.404732631612558%,0.19911590918589%
3130000,26434,5933,0.405791859815906%,0.199958478199032%
3140000,26488,5955,0.406620821018526%,0.200699938930598%
3150000,26514,5971,0.407019950486454%,0.201239183099009%
3160000,26593,5985,0.408232690023621%,0.201711021746369%
3170000,26663,6004,0.409307269360351%,0.202351374196358%
3180000,26678,6015,0.409537536361078%,0.20272210456214%
3190000,26739,6034,0.410473955497371%,0.203362457012129%
3200000,26792,6054,0.41128756556661%,0.204036512222643%
3210000,26813,6069,0.411609939367629%,0.204542053630529%
3220000,26833,6086,0.411916962035266%,0.205115000559466%
3230000,26861,6105,0.412346793769957%,0.205755353009454%
3240000,26948,6127,0.413682342374179%,0.20649681374102%
3250000,26991,6151,0.414342441109598%,0.207305679993637%
3260000,27036,6168,0.415033242111782%,0.207878626922574%
3270000,27113,6186,0.416215279382184%,0.208485276612037%
3280000,27196,6203,0.417489423452878%,0.209058223540974%
3290000,27252,6227,0.418349086922262%,0.209867089793591%
3300000,27413,6255,0.42082061939674%,0.210810767088311%
3310000,27545,6267,0.422846969003145%,0.211215200214619%
3320000,27597,6284,0.423645227939001%,0.211788147143556%
3330000,27647,6299,0.424412784608094%,0.212293688551442%
3340000,27731,6317,0.42570227981217%,0.212900338240905%
3350000,27852,6339,0.427559766951374%,0.21364179897247%
3360000,27973,6355,0.429417254090578%,0.214181043140882%
3370000,28130,6378,0.431827382031529%,0.214956206632973%
3380000,28223,6404,0.433255037436041%,0.215832478406641%
3390000,28289,6422,0.434268212239244%,0.216439128096104%
3400000,28309,6433,0.434575234906881%,0.216809858461887%
3410000,28341,6444,0.4350664711751%,0.21718058882767%
3420000,28362,6460,0.435388844976119%,0.217719832996081%
3430000,28390,6480,0.435818676710811%,0.218393888206595%
3440000,28491,6502,0.437369141182378%,0.219135348938161%
3450000,28719,6519,0.440869199593441%,0.219708295867098%
3460000,28798,6547,0.442081939130607%,0.220651973161818%
3470000,28821,6559,0.44243501519839%,0.221056406288126%
3480000,28847,6575,0.442834144666318%,0.221595650456538%
3490000,28866,6587,0.443125816200573%,0.222000083582846%
3500000,28924,6606,0.44401618193672%,0.222640436032835%
3510000,29025,6627,0.445566646408288%,0.223348194003874%
3520000,29093,6648,0.446610523478254%,0.224055951974914%
3530000,29156,6670,0.44757764488131%,0.22479741270648%
3540000,29278,6686,0.449450483153897%,0.225336656874891%
3550000,29324,6702,0.450156635289462%,0.225875901043303%
3560000,29349,6721,0.450540413624008%,0.226516253493291%
3570000,29394,6738,0.451231214626191%,0.227089200422228%
3580000,29415,6756,0.45155358842721%,0.227695850111691%
3590000,29484,6777,0.452612816630558%,0.228403608082731%
3600000,29510,6794,0.453011946098486%,0.228976555011668%
3610000,29523,6806,0.453211510832451%,0.229380988137976%
3620000,29560,6819,0.453779502767579%,0.229819124024811%
3630000,29600,6830,0.454393548102853%,0.230189854390593%
3640000,29652,6852,0.45519180703871%,0.230931315122159%
3650000,29680,6865,0.455621638773401%,0.231369451008993%
3660000,29702,6881,0.455959363707802%,0.231908695177405%
3670000,29782,6896,0.45718745437835%,0.23241423658529%
3680000,29815,6911,0.457694041779952%,0.232919777993176%
3690000,29838,6926,0.458047117847734%,0.233425319401062%
3700000,29888,6947,0.458814674516827%,0.234133077372101%
3710000,29932,6970,0.459490124385628%,0.234908240864193%
3720000,29991,6988,0.460395841255158%,0.235514890553655%
3730000,30041,7011,0.46116339792425%,0.236290054045747%
3740000,30077,7024,0.461716038725997%,0.236728189932581%
3750000,30133,7041,0.462575702195381%,0.237301136861518%
3760000,30150,7055,0.462836671462872%,0.237772975508878%
3770000,30215,7074,0.463834495132693%,0.238413327958866%
3780000,30292,7095,0.465016532403096%,0.239121085929906%
3790000,30361,7116,0.466075760606443%,0.239828843900946%
3800000,30399,7134,0.466659103674954%,0.240435493590409%
3810000,30456,7158,0.467534118277719%,0.241244359843026%
3820000,30492,7173,0.468086759079466%,0.241749901250912%
3830000,30535,7193,0.468746857814886%,0.242423956461426%
3840000,30561,7209,0.469145987282814%,0.242963200629837%
3850000,30907,7220,0.474457479432935%,0.24333393099562%
3860000,31023,7237,0.47623821090523%,0.243906877924557%
3870000,31037,7249,0.476453126772576%,0.244311311050866%
3880000,31087,7261,0.477220683441669%,0.244715744177174%
3890000,31155,7280,0.478264560511635%,0.245356096627163%
3900000,31249,7301,0.479707567049529%,0.246063854598202%
3910000,31282,7317,0.48021415445113%,0.246603098766614%
3920000,31334,7331,0.481012413386987%,0.247074937413974%
3930000,31414,7345,0.482240504057535%,0.247546776061334%
3940000,31448,7363,0.482762442592518%,0.248153425750796%
3950000,31487,7382,0.48336113679441%,0.248793778200785%
3960000,31510,7396,0.483714212862193%,0.249265616848145%
3970000,31573,7412,0.48468133426525%,0.249804861016556%
3980000,31734,7432,0.487152866739728%,0.25047891622707%
3990000,31754,7447,0.487459889407365%,0.250984457634956%
4000000,31784,7465,0.487920423408821%,0.251591107324419%
4010000,31835,7484,0.488703331211295%,0.252231459774407%
4020000,31904,7508,0.489762559414643%,0.253040326027024%
4030000,31987,7524,0.491036703485337%,0.253579570195436%
4040000,32019,7536,0.491527939753556%,0.253984003321744%
4050000,32054,7553,0.492065229421921%,0.254556950250681%
4060000,32695,7579,0.501905305919689%,0.25543322202435%
4070000,32720,7597,0.502289084254235%,0.256039871713812%
4080000,32740,7612,0.502596106921872%,0.256545413121698%
4090000,32787,7630,0.503317610190819%,0.257152062811161%
4100000,32820,7647,0.50382419759242%,0.257725009740098%
4110000,32840,7662,0.504131220260057%,0.258230551147983%
4120000,32895,7682,0.504975532596059%,0.258904606358498%
4130000,32912,7690,0.505236501863551%,0.259174228442703%
4140000,32933,7706,0.50555887566457%,0.259713472611115%
4150000,32984,7727,0.506341783467044%,0.260421230582154%
4160000,33057,7751,0.50746241620392%,0.261230096834772%
4170000,33105,7763,0.508199270606248%,0.26163452996108%
4180000,33140,7781,0.508736560274613%,0.262241179650543%
4190000,33154,7789,0.508951476141959%,0.262510801734748%
4200000,33458,7800,0.513618220690043%,0.262881532100531%
4210000,33526,7823,0.514662097760009%,0.263656695592623%
4220000,33561,7843,0.515199387428374%,0.264330750803137%
4230000,33785,7862,0.518638041305909%,0.264971103253125%
4240000,33854,7883,0.519697269509257%,0.265678861224165%
4250000,33965,7904,0.521401245314642%,0.266386619195205%
4260000,34241,7928,0.525638158128034%,0.267195485447822%
4270000,34315,7935,0.526774141998291%,0.267431404771502%
4280000,34455,7960,0.52892330067175%,0.268273973784645%
4290000,34493,7977,0.529506643740261%,0.268846920713582%
4300000,34539,7999,0.530212795875826%,0.269588381445147%
4310000,34614,8017,0.531364130879465%,0.27019503113461%
4320000,34667,8040,0.532177740948703%,0.270970194626702%
4330000,34714,8052,0.53289924421765%,0.27137462775301%
4340000,34741,8066,0.53331372481896%,0.27184646640037%
4350000,34963,8079,0.536721676429732%,0.272284602287204%
4360000,35203,8101,0.540405948441376%,0.27302606301877%
4370000,35222,8115,0.540697619975632%,0.27349790166613%
4380000,35353,8135,0.542708618448654%,0.274171956876644%
4390000,35399,8166,0.54341477058422%,0.275216742452941%
4400000,35437,8182,0.54399811365273%,0.275755986621352%
4410000,35490,8199,0.544811723721968%,0.276328933550289%
4420000,35699,8219,0.548020110598776%,0.277002988760803%
4430000,35722,8234,0.548373186666558%,0.277508530168689%
4440000,35813,8253,0.549770139804307%,0.278148882618678%
4450000,35856,8279,0.550430238539727%,0.279025154392346%
4460000,35901,8297,0.55112103954191%,0.279631804081809%
4470000,35946,8311,0.551811840544093%,0.280103642729169%
4480000,35970,8328,0.552180267745258%,0.280676589658106%
4490000,36005,8348,0.552717557413623%,0.28135064486862%
4500000,36143,8364,0.554836013820318%,0.281889889037031%
4510000,36194,8380,0.555618921622793%,0.282429133205443%
4520000,36229,8398,0.556156211291158%,0.283035782894905%
4530000,36307,8419,0.557353599694942%,0.283743540865945%
4540000,36347,8439,0.557967645030216%,0.284417596076459%
4550000,36370,8457,0.558320721097999%,0.285024245765922%
4560000,36410,8478,0.558934766433273%,0.285732003736962%
4570000,36490,8501,0.560162857103821%,0.286507167229053%
4580000,36503,8514,0.560362421837786%,0.286945303115888%
4590000,37167,8535,0.570555574403336%,0.287653061086928%
4600000,37197,8554,0.571016108404792%,0.288293413536916%
4610000,37286,8579,0.572382359275777%,0.289135982550059%
4620000,37310,8594,0.572750786476941%,0.289641523957944%
4630000,37347,8614,0.57331877841207%,0.290315579168459%
4640000,37393,8637,0.574024930547635%,0.29109074266055%
4650000,37411,8643,0.574301250948508%,0.291292959223704%
4660000,37431,8659,0.574608273616145%,0.291832203392115%
4670000,37466,8681,0.57514556328451%,0.292573664123681%
4680000,37505,8698,0.575744257486402%,0.293146611052618%
4690000,37550,8720,0.576435058488586%,0.293888071784184%
4700000,37568,8734,0.576711378889459%,0.294359910431544%
4710000,37602,8751,0.577233317424442%,0.294932857360481%
4720000,37631,8768,0.577678500292516%,0.295505804289418%
4730000,37700,8783,0.578737728495864%,0.296011345697303%
4740000,37822,8798,0.58061056676845%,0.296516887105189%
4750000,37936,8823,0.582360595973981%,0.297359456118332%
4760000,37970,8842,0.582882534508964%,0.29799980856832%
4770000,38003,8861,0.583389121910565%,0.298640161018309%
4780000,38220,8874,0.586720317854427%,0.299078296905143%
4790000,38378,8891,0.58914579692876%,0.29965124383408%
4800000,38499,8911,0.591003284067964%,0.300325299044594%
4810000,38543,8930,0.591678733936766%,0.300965651494583%
4820000,38597,8946,0.592507695139386%,0.301504895662994%
4830000,38636,8967,0.593106389341278%,0.302212653634034%
4840000,38678,8983,0.593751136943316%,0.302751897802445%
4850000,38708,9001,0.594211670944772%,0.303358547491908%
4860000,38827,9023,0.596038455817212%,0.304100008223474%
4870000,38853,9038,0.59643758528514%,0.304605549631359%
4880000,38889,9053,0.596990226086887%,0.305111091039245%
4890000,38936,9071,0.597711729355834%,0.305717740728708%
4900000,38960,9089,0.598080156556999%,0.30632439041817%
4910000,39005,9106,0.598770957559182%,0.306897337347107%
4920000,39065,9126,0.599692025562093%,0.307571392557622%
4930000,39242,9151,0.602409176170681%,0.308413961570764%
4940000,39259,9165,0.602670145438173%,0.308885800218124%
4950000,42075,9184,0.645898937041471%,0.309526152668113%
